nan nan nan -4.955925584128618766e+01 4.956047078374855630e+01 -4.956241817126562665e+01 4.956597497859807078e+01 -4.957067818558913785e+01 -4.957790808784098147e+01 -4.957986519171269890e+01 -4.956033805771560452e+01 -4.952750317219130238e+01 -4.949941287677521018e+01 4.948831915781620694e+01 -4.950622729565027669e+01 -4.956780758311883517e+01 -4.966291234321040804e+01 -4.980947198258732556e+01 -4.999216812245801123e+01 5.003260517376644856e+01 5.013451731524532562e+01 5.024712819763743710e+01 5.037704546956848617e+01 5.052879368158739481e+01 5.069274367519994939e+01 5.089246020669631321e+01 5.111451631912424887e+01 5.137948756770046543e+01 5.167122474576274271e+01 -5.197830078335057635e+01 -5.232490167827491234e+01 5.269663265330677149e+01 -5.312365055775919842e+01 5.358596891552895158e+01 5.409086928176657239e+01 5.464223546272022247e+01 5.524510539509899587e+01 -5.593035515205662023e+01 5.665153707089640989e+01 5.743959468757699938e+01 -5.830011920583060459e+01 -5.923906517662899773e+01 6.026283292180667672e+01 6.137835428664086379e+01 -6.259318182964613442e+01 -6.391551607679437552e+01
nan nan nan 5.223662360451893250e+01 -5.223796849887419569e+01 5.224029077684420486e+01 5.224455352738040403e+01 -5.225187367548625161e+01 -5.226045354003491639e+01 5.224943482224657032e+01 -5.221980984251831615e+01 5.218422300660125757e+01 -5.216295291492915709e+01 -5.217272366162182351e+01 -5.222254095640731464e+01 5.232642007360121283e+01 -5.247136625932565579e+01 5.267162313962685971e+01 -5.273373930361302797e+01 5.284194026273916478e+01 5.296543584550116890e+01 -5.311428644288417189e+01 5.328956480355565617e+01 5.348312415200226155e+01 5.369650818742633192e+01 5.395406586201050914e+01 5.425361798407452341e+01 5.459148617822483374e+01 -5.494637598282246671e+01 5.534202427553028514e+01 -5.579032491353645185e+01 5.627112615774361615e+01 5.683242498328795023e+01 -5.742696397772838424e+01 -5.808722948645728223e+01 5.879223097839250300e+01 -5.960269342140836812e+01 6.047045132723451388e+01 6.142992423419583048e+01 6.245979581642372835e+01 -6.359629752110792111e+01 -6.484836119092938134e+01 -6.619509582610996290e+01 -6.770801711666666733e+01 -4.241354227487838593e-03 -5.354598657312730631e-03
nan nan 4.767490500897850580e+01 4.767589771912867747e+01 -4.767725481667147847e+01 4.768086769372068545e+01 -4.768589196699170429e+01 -4.769398446779842970e+01 -4.769157881011518185e+01 -4.766475554949487758e+01 -4.763072282046421435e+01 4.760813999591090351e+01 -4.761985456416589102e+01 4.767395039368001619e+01 -4.778683883725931025e+01 -4.794497745012840539e+01 -4.816096212359254736e+01 -4.817672741765319699e+01 4.829275452030439197e+01 4.843085212087907365e+01 4.859266530619617441e+01 4.877017526777540013e+01 4.899721440778458970e+01 4.924255757157702362e+01 4.954089153503852572e+01 -4.987960929116133713e+01 -5.023107178723174826e+01 -5.064078303280496840e+01 -5.108643045377336023e+01 5.159842268484806027e+01 5.216257471154565906e+01 -5.278482679636726971e+01 5.348463997101155343e+01 -5.425698038223534780e+01 5.510922208770077191e+01 5.604914646785013588e+01 -5.708508662405448320e+01 -5.819907011799986662e+01 5.945441635779517497e+01 6.083555128583268612e+01 -6.235424669480467941e+01 2.443875796952741947e-04 3.278745554637471377e-03 1.002440234954122926e-02 1.838868031994564389e-02 3.951068726123339869e-02
nan -1.153927228038669739e+01 1.154070266879202045e+01 1.154408963300324764e+01 -1.153530665912958675e+01 -1.152288455590239735e+01 -1.154482591197632679e+01 -1.161819937974029315e+01 1.166881474833732923e+01 1.173447123654794133e+01 1.182584125883487225e+01 1.194716666461988019e+01 -1.210986000295581277e+01 -1.230970360409333253e+01 1.255893155983190645e+01 -1.287046542811045313e+01 -1.325284592272644524e+01 -1.371818914934759093e+01 1.429013983818255085e+01 1.498293740846417599e+01 1.236822535988999763e-04 5.699437780279239564e-03 9.469662415635642441e-03 -5.617033303190534232e-02 -1.074624684444811795e-01 -1.613138468127582881e-01 9.989497679915682049e-02 -3.463877011825472474e-01 6.116079637577063188e-01 -8.979544405394628281e-01 1.209854040372213113e+00 1.549717062490719943e+00 1.912040101533145187e+00 2.311693728956323746e+00 2.740566901453754145e+00 3.198526953726493982e+00 3.691126715597777608e+00 -4.220243724053328371e+00 4.784002689782735906e+00 5.380605791292940587e+00 6.009423588094997548e+00 -6.668794286546293471e+00 7.352164895712014037e+00 8.066331575442029944e+00 8.797955796140158213e+00 9.546264995678468424e+00
nan nan -2.792588350548106035e+01 2.792665920808683211e+01 -2.792850343663905477e+01 2.793220004398528289e+01 2.793701140836944319e+01 -2.793579351821162149e+01 -2.791566169893090787e+01 -2.789314775261807000e+01 -2.788876353409130360e+01 -2.791153487405949107e+01 -2.797281681835175959e+01 -2.807592172830202770e+01 -2.822006256457079942e+01 2.823416191670200703e+01 2.831239825228032103e+01 2.841228280684514118e+01 2.852683880145843531e+01 2.866523480660882583e+01 2.882708809382604898e+01 2.902301147675133208e+01 -2.924463224628564006e+01 -2.949808865009473635e+01 -2.977940496739825349e+01 3.009479473557366092e+01 3.046609387598372010e+01 -3.087086761449929639e+01 3.132933117785444566e+01 -3.184779009296645214e+01 3.241784186659756273e+01 3.306104960021560402e+01 -3.378508240548638497e+01 -3.459843334422653527e+01 3.549413949118250855e+01 -3.649840363742216454e+01 3.010315351976392863e-03 1.437123632829050016e-03 4.422189093020137581e-03 1.378341002089632228e-02 2.613982315898476932e-02 -6.682308418519533610e-02 -1.511958747761890376e-01 2.106877302766645699e-01 -2.724736105147874676e-01 3.543937771428858907e-01
nan nan -2.792588350548106035e+01 2.792665920808683211e+01 -2.792850343663905477e+01 2.793220004398528289e+01 2.793701140836944319e+01 -2.793579351821162149e+01 -2.791566169893090787e+01 -2.789314775261807000e+01 -2.788876353409130360e+01 -2.791153487405949107e+01 -2.797281681835175959e+01 -2.807592172830202770e+01 -2.822006256457079942e+01 2.823416191670200703e+01 2.831239825228032103e+01 2.841228280684514118e+01 2.852683880145843531e+01 2.866523480660882583e+01 2.882708809382604898e+01 2.902301147675133208e+01 -2.924463224628564006e+01 -2.949808865009473635e+01 -2.977940496739825349e+01 3.009479473557366092e+01 3.046609387598372010e+01 -3.087086761449929639e+01 3.132933117785444566e+01 -3.184779009296645214e+01 3.241784186659756273e+01 3.306104960021560402e+01 -3.378508240548638497e+01 -3.459843334422653527e+01 3.549413949118250855e+01 -3.649840363742216454e+01 3.010315351976392863e-03 1.437123632829050016e-03 4.422189093020137581e-03 1.378341002089632228e-02 2.613982315898476932e-02 -6.682308418519533610e-02 -1.511958747761890376e-01 2.106877302766645699e-01 -2.724736105147874676e-01 3.543937771428858907e-01
nan nan 2.275400108917634867e+01 2.275501865529901835e+01 -2.275714351526972834e+01 2.276013997040518788e+01 2.276622301089598821e+01 -2.275236929008811870e+01 -2.273198695870542352e+01 -2.272212950379206120e+01 -2.273870004740657436e+01 -2.278846659223102122e+01 -2.287640387760871263e+01 -2.300747694536475407e+01 2.301210658910132523e+01 2.308645085620072379e+01 2.317638383109353484e+01 2.328446535725118949e+01 2.341490229875572382e+01 2.356891406385828347e+01 2.376188092812777697e+01 -2.396244926330168923e+01 -2.420854061439118610e+01 -2.448702779533434892e+01 2.479270296011227614e+01 -2.515579921152213316e+01 2.555907675074205443e+01 -2.600844803575339625e+01 -2.653466899182613759e+01 -2.710815587113210867e+01 2.777393734737500708e+01 -2.850234461980909018e+01 -2.934217507847866813e+01 -1.855650978779644928e-03 -9.413622377202396016e-04 1.102419874964749406e-03 9.453341777845914937e-03 1.735458733022390496e-02 -6.289588141941965249e-02 1.152594213815588131e-01 -1.792817905008937118e-01 -2.351462335284380811e-01 -3.121332347588933742e-01 3.717973286015894274e-01 2.359903574886017541e-01 5.338027021699122132e-01
nan -2.032260749174314185e+01 -2.032351471753237249e+01 2.032586041153827594e+01 2.033046242104042989e+01 2.032490533591322546e+01 -2.030267103340490209e+01 -2.029521336113186081e+01 -2.033276189014274138e+01 2.042618188140255597e+01 -2.057651089632563313e+01 2.058776580515760202e+01 2.068334183662632242e+01 2.081098938908917972e+01 2.096876533627694883e+01 2.117162201210550876e+01 -2.140653187246162759e+01 -2.168784672682198078e+01 2.202555586082913308e+01 2.242316776263205824e+01 2.289239279983863540e+01 2.344555219002768709e+01 2.409029674370898633e+01 -2.484664889507168439e+01 -2.571958714979630756e+01 1.960341929667304504e-03 -1.505596459535138779e-03 -7.430860682520564441e-03 1.289795272715482666e-02 -4.782403977758251101e-02 -1.141737822821535242e-01 -1.849335289087171430e-01 -2.584080900524596269e-01 -3.362317132614526249e-01 2.884960132904014762e-01 6.307168651647093727e-01 9.927214971986301206e-01 1.369723040812432568e+00 1.785918203267029103e+00 2.221854835346090074e+00 2.687948039452316529e+00 -3.182793483926017686e+00 3.709972612848258855e+00 -4.270915314518452632e+00 4.865166292032701456e+00 -5.501250393624139257e+00
nan nan nan -7.673899209691876422e+01 7.674059747490466066e+01 -7.674228559604847533e+01 -7.674598071867099236e+01 -7.675219553689470331e+01 -7.676044080156573557e+01 -7.677159133971845506e+01 -7.676883901633161145e+01 -7.673605712751773922e+01 -7.668887482054843474e+01 7.664937187083963011e+01 -7.662809599930189108e+01 7.664991848520355688e+01 -7.671902964139160019e+01 7.684419333256236939e+01 -7.702149473808729851e+01 -7.726394524020565768e+01 -7.755377755183715749e+01 -7.752556276816852687e+01 7.767427224141538034e+01 7.784679879486560594e+01 7.803835265684912770e+01 -7.825012452081686831e+01 7.850792339478365989e+01 -7.878072728641495814e+01 7.909006481958013524e+01 -7.944683198086121934e+01 7.986066971071545595e+01 -8.032169428677936196e+01 -8.075808752990892003e+01 -8.127296386184640653e+01 -8.184379694696110619e+01 -8.247757033661008563e+01 8.314113263543438848e+01 8.388233735547920844e+01 -8.468648489102571375e+01 8.557965388315240318e+01 -8.652843053002065687e+01 8.755873686848426019e+01 8.869765244174209329e+01 -8.989028125714074235e+01 -9.122671502445227532e+01 -9.263060611499578556e+01
nan 7.959050071653262393e+00 7.960130483073069918e+00 7.962674370103786536e+00 -7.954600419866805439e+00 -7.948212937667131328e+00 -7.969833170728505500e+00 8.030826033854225443e+00 8.059557671782126675e+00 8.110244169437596184e+00 8.180166364488364650e+00 -8.278279962154110549e+00 -8.402472346457804164e+00 -8.557481302373096455e+00 -8.751957841885285916e+00 -8.997552973341537808e+00 -9.297010227750694966e+00 -9.662188412217023625e+00 1.011629980251158401e+01 7.310207404858127265e-04 -6.236517016910355943e-04 3.729645202142547675e-03 -2.748065256986765778e-02 6.382191819855759229e-02 -1.015319910269260051e-01 -1.409694067781001592e-01 2.046317634991087486e-01 3.904208354009678361e-01 5.934266728001691416e-01 -8.102586203588822977e-01 1.047537204340966754e+00 1.308179691494820496e+00 1.585492075791735234e+00 1.893704717028443341e+00 2.221140302015660151e+00 2.571874998310821336e+00 2.950610732539287628e+00 -3.352569173921222223e+00 3.780873794349915329e+00 -4.232183912179624308e+00 4.703228636705669707e+00 5.191596617991745433e+00 5.706916176730544521e+00 6.228935815151601219e+00 6.759756802946185417e+00 -7.298218604780546848e+00
