nan nan nan 1.129836988860832697e-01 7.231331807329145767e-02 5.022196092717840649e-02 3.690350488689646269e-02 2.826047653585685854e-02 2.233660145928342833e-02 1.810023443379557909e-02 1.495506250591517941e-02 1.255686033834153489e-02 1.068975845426533948e-02 9.211245468518071411e-03 8.024699129088272778e-03 7.062715236672967474e-03 6.273268007649433417e-03 5.621394785134765405e-03 5.077143891601599950e-03 4.616536793608701401e-03 4.206489270183085862e-03 3.852472412338733051e-03 3.545478185495074507e-03 3.278120295584095647e-03 3.043604836607751492e-03 2.838348340936974919e-03 2.657392425073885553e-03 2.498382915674464584e-03 2.357621814403197506e-03 2.233063701337874903e-03 2.121966069248805344e-03 2.022954479286236985e-03 1.935733725210637014e-03 1.858298494353800715e-03 1.789763659361940469e-03 1.729363340204261934e-03 1.676436713939364774e-03 1.631172568551452189e-03 1.591554550228922987e-03 1.557949944293205574e-03 1.530015475791841060e-03 1.507469379992565622e-03 1.490086662327725709e-03 1.477695352829847594e-03 1.470173667683093025e-03 1.467448012233317544e-03
nan nan nan 1.190879724522096311e-01 7.622080830905074433e-02 5.293649987622989911e-02 3.889929803358297550e-02 2.979100203127464652e-02 2.354766835510305537e-02 1.907663117593491608e-02 1.575722700120617964e-02 1.322808778572264962e-02 1.126183295731122795e-02 9.708698715349744698e-03 8.465433440748926577e-03 7.460126713310327555e-03 6.637026108368373166e-03 5.958400426938622457e-03 5.390891826635619416e-03 4.888195572978869773e-03 4.457636446774096949e-03 4.087220752836301894e-03 3.766758800840269792e-03 3.487565054013507405e-03 3.243328007087779765e-03 3.030220390057021106e-03 2.843620323016981914e-03 2.679676160306149624e-03 2.535161239481127388e-03 2.406799715557960372e-03 2.293965527416918105e-03 2.194041887394702298e-03 2.107250919062922737e-03 2.030476378018571115e-03 1.963773801822368738e-03 1.905440248796844453e-03 1.856575081897935114e-03 1.814847142818066692e-03 1.780653500960857746e-03 1.752786969459152380e-03 1.731771886378272868e-03 1.717370763298414456e-03 1.708629095310466471e-03 1.707044488384151923e-03 1.680329909166634059e-03 1.636478339974783590e-03
nan nan 1.932210546051532363e-01 1.086914669323267718e-01 6.956765995781870326e-02 4.831859002324565000e-02 3.550798102642056808e-02 2.719612967697424694e-02 2.149598301950569543e-02 1.740339789182980546e-02 1.436930833310854326e-02 1.206293924914109313e-02 1.027702402817167772e-02 8.872045314509921857e-03 7.753884384355960203e-03 6.851329104869989181e-03 6.116644540854460251e-03 5.494412373621017538e-03 4.958428429741313682e-03 4.503887674099001266e-03 4.115762236281277769e-03 3.781641733752029704e-03 3.494853475126574391e-03 3.245585770700282723e-03 3.030220390057021106e-03 2.842960790116356301e-03 2.679054651669275991e-03 2.535749366567382253e-03 2.410151751600214491e-03 2.301427188418417140e-03 2.206802161371399645e-03 2.124921407284863489e-03 2.055116245493878759e-03 1.995920426347708859e-03 1.946540137101614425e-03 1.906324430040830459e-03 1.874750912977164686e-03 1.850555715326328158e-03 1.835166805948497230e-03 1.827520407320835927e-03 1.827520407320835927e-03 1.774880286473705816e-03 1.727759504044311650e-03 1.687360458461733799e-03 1.654033402675178857e-03 1.627393267103508347e-03
nan 1.052291353663966644e-01 4.678077334305612289e-02 2.633171441223596324e-02 1.684681998910241355e-02 1.167749308921567884e-02 8.595034669088790977e-03 6.646269732000545036e-03 5.328111144220874784e-03 4.371114299362638574e-03 3.675271534523156126e-03 3.158686876950892505e-03 2.772624205411854635e-03 2.478181559644765299e-03 2.255448463809470172e-03 2.089727375642295906e-03 1.970161436779256647e-03 1.889594928890637017e-03 1.844555864676418466e-03 1.831764464772190400e-03 1.743865027809706186e-03 1.665583688268911259e-03 1.613111607012082064e-03 1.581984788021521772e-03 1.569557252887286052e-03 1.573932254419338136e-03 1.592293079124269687e-03 1.612363422178010770e-03 1.641801369664308953e-03 1.678771547308073337e-03 1.723756418091773775e-03 1.775703883991713384e-03 1.833464846149480704e-03 1.896620960294597650e-03 1.965596724182774521e-03 2.038026245230235498e-03 2.115086255042604620e-03 2.196078561889741945e-03 2.280701253375809912e-03 2.368035401238418030e-03 2.458143547185372840e-03 2.550496968625272191e-03 2.645092742375774065e-03 2.740652913395553308e-03 2.837690030789473319e-03 2.935438005543055881e-03
nan nan 1.131812490887311590e-01 6.366854554667925048e-02 4.075352760073145536e-02 2.830886348715145814e-02 2.080671023140925543e-02 1.593642265572273523e-02 1.258310205271428485e-02 1.018033899287202303e-02 8.407703464290731607e-03 7.069271379502736763e-03 6.041206525189410544e-03 5.239256563965827458e-03 4.604772380627862594e-03 4.077750976549554540e-03 3.635420712226710652e-03 3.268250030388092971e-03 2.960053309887662656e-03 2.700267032261899867e-03 2.479906685237463597e-03 2.292901552543737728e-03 2.133812140360928731e-03 1.996846593099240331e-03 1.879104654007788177e-03 1.778176970298411298e-03 1.692848994177679469e-03 1.619860912972612534e-03 1.558672879646693038e-03 1.508168890854957997e-03 1.466767388311966680e-03 1.434466000434070874e-03 1.410707643237240792e-03 1.395087752994463373e-03 1.386699314123364174e-03 1.386056142633100086e-03 1.342390218756071146e-03 1.302514755026956813e-03 1.269700566177164956e-03 1.243468429962227458e-03 1.222873471899028940e-03 1.207091287103302700e-03 1.195943155165671637e-03 1.189303757350757690e-03 1.186548231970513921e-03 1.188200780129684744e-03
nan nan 1.131812490887311590e-01 6.366854554667925048e-02 4.075352760073145536e-02 2.830886348715145814e-02 2.080671023140925543e-02 1.593642265572273523e-02 1.258310205271428485e-02 1.018033899287202303e-02 8.407703464290731607e-03 7.069271379502736763e-03 6.041206525189410544e-03 5.239256563965827458e-03 4.604772380627862594e-03 4.077750976549554540e-03 3.635420712226710652e-03 3.268250030388092971e-03 2.960053309887662656e-03 2.700267032261899867e-03 2.479906685237463597e-03 2.292901552543737728e-03 2.133812140360928731e-03 1.996846593099240331e-03 1.879104654007788177e-03 1.778176970298411298e-03 1.692848994177679469e-03 1.619860912972612534e-03 1.558672879646693038e-03 1.508168890854957997e-03 1.466767388311966680e-03 1.434466000434070874e-03 1.410707643237240792e-03 1.395087752994463373e-03 1.386699314123364174e-03 1.386056142633100086e-03 1.342390218756071146e-03 1.302514755026956813e-03 1.269700566177164956e-03 1.243468429962227458e-03 1.222873471899028940e-03 1.207091287103302700e-03 1.195943155165671637e-03 1.189303757350757690e-03 1.186548231970513921e-03 1.188200780129684744e-03
nan nan 9.222058069922942081e-02 5.187891579891509841e-02 3.320904252165106374e-02 2.306919659396150860e-02 1.695856145069515528e-02 1.298036198746727390e-02 1.024429803051607121e-02 8.289575283604726924e-03 6.853713382750116316e-03 5.775375567959100884e-03 4.950958005463296577e-03 4.311199956320526175e-03 3.783396528579403405e-03 3.349605450827748687e-03 2.993195101659523825e-03 2.697762766207924615e-03 2.451310736081372451e-03 2.244488475460363133e-03 2.071388368921572506e-03 1.924094468834254513e-03 1.799755179909769479e-03 1.694420423779914022e-03 1.604900633355513034e-03 1.530725448716763757e-03 1.468810207712119937e-03 1.417925089012387089e-03 1.378361313589597905e-03 1.347381593197834095e-03 1.326295597752114421e-03 1.312827884956547630e-03 1.308571449349913091e-03 1.284512353315952473e-03 1.241163078848102515e-03 1.205971813474129763e-03 1.177773380677318458e-03 1.156119108084075701e-03 1.140140079417281769e-03 1.129086347773945991e-03 1.122818112199470671e-03 1.121256498173096904e-03 1.123339133373365628e-03 1.130134450538264335e-03 1.138554374020562306e-03 1.146505016469899583e-03
nan 1.853222844384126433e-01 8.237333200341752371e-02 4.634671215879292150e-02 2.967719910107188483e-02 2.061395145034390294e-02 1.512425863280249423e-02 1.156696181459061085e-02 9.157452718373633102e-03 7.469650314070940683e-03 6.253654149907134432e-03 5.299760799267184269e-03 4.563832522790195988e-03 3.988875243906992926e-03 3.533163424872137661e-03 3.170431739753717514e-03 2.878795398137984352e-03 2.642639645743031108e-03 2.453017156206246333e-03 2.301427188418417140e-03 2.182367610588755065e-03 2.091667217571480976e-03 2.025771920339837755e-03 1.982999106119381991e-03 1.961042587674474268e-03 1.947443389922571752e-03 1.860886613128318913e-03 1.793920034176826363e-03 1.743865027809706186e-03 1.709421950295006778e-03 1.688143444162890083e-03 1.677992908430201184e-03 1.679550547497664532e-03 1.691279021941609730e-03 1.707044488384151923e-03 1.724556292606358983e-03 1.748725896793188557e-03 1.778176970298411298e-03 1.812323055681284035e-03 1.851414428505854942e-03 1.894862007038724400e-03 1.942030153240641285e-03 1.993144502714623480e-03 2.047503068384738840e-03 2.105296624587314151e-03 2.165725977930532849e-03
nan nan nan 1.749463606309969999e-01 1.119702611216842614e-01 7.776165139354719591e-02 5.713699388072741858e-02 4.375325468071519092e-02 3.457882261951952807e-02 2.801815470949175699e-02 2.316303216720813629e-02 1.945705596660404421e-02 1.656683362461552900e-02 1.427297220594516899e-02 1.242502923756606988e-02 1.092033397546191865e-02 9.682273264519015987e-03 8.655054681354228813e-03 7.795362727502677148e-03 7.071731501782775424e-03 6.457076062736740243e-03 5.917080842040137179e-03 5.437358606652287207e-03 5.018599048182019462e-03 4.650931715856124887e-03 4.326728332855484666e-03 4.041028023816048420e-03 3.786908561443793220e-03 3.561138519451723106e-03 3.360500828314521345e-03 3.182220273172729590e-03 3.023199602355875967e-03 2.879463244239077822e-03 2.750843411444877512e-03 2.635905354315938587e-03 2.533397676536650218e-03 2.441097114634216761e-03 2.359263015272480661e-03 2.286528058527679142e-03 2.222728014853646728e-03 2.166228400454666900e-03 2.117049636988593136e-03 2.075235790397008621e-03 2.038971950340601452e-03 2.009858144237440785e-03 1.985760899895782500e-03
nan 7.258062041141447041e-02 3.226745132536798510e-02 1.816384904428909597e-02 1.161670555379004828e-02 8.053603042365027609e-03 5.935639076810311950e-03 4.601569110629978934e-03 3.686371023355335813e-03 3.028814929374772352e-03 2.551680475473059977e-03 2.200157584417592339e-03 1.937530618665577343e-03 1.739017670404749546e-03 1.590816363874115189e-03 1.483189828812890056e-03 1.408092235914724282e-03 1.361203776997519559e-03 1.341145266973208482e-03 1.304934061476559085e-03 1.237138994059086821e-03 1.190960143228676120e-03 1.162573249536628201e-03 1.149167549341583057e-03 1.149167549341583057e-03 1.162034031003936771e-03 1.175589826105359137e-03 1.196498108545783522e-03 1.224008634917194728e-03 1.257390737254137237e-03 1.295884764706182459e-03 1.339280003812991357e-03 1.386699314123364174e-03 1.438464447090305291e-03 1.493547096135787499e-03 1.551458596325601446e-03 1.613111607012082064e-03 1.676436713939364774e-03 1.743056197620398116e-03 1.811482473654098474e-03 1.880848980104894664e-03 1.951965944963261236e-03 2.024832337597082949e-03 2.098470855864616874e-03 2.171762746869048202e-03 2.245529985218330110e-03
